sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;more_possible_examples;
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Dauguma žmonių įžvelgia kito žmogaus klaidas.;Dauguma žmonių įžvelgia klaidas kitame žmoguje.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose; ;
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Jam vis labiau stiprėjo nerimas dėl artėjančio egzamino.;Jame vis labiau stiprėjo nerimas dėl artėjančio egzamino.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Studentams kilo susidomėjimas nauju kursu.;Studentuose kilo susidomėjimas nauju kursu.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Vaikams ėmė rastis baimė dėl tamsos.;Vaikuose ėmė rastis baimė dėl tamsos.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Direktoriui sukilo abejonės dėl projekto sėkmės.;Direktoriuje sukilo abejonės dėl projekto sėkmės.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Tėvams pabudo įtarimas, kad kažkas negerai.;Tėvuose pabudo įtarimas, kad kažkas negerai.; ;;ChatGPT;; ;
86;1;Use of Cases;6;3.6 Locative case;1;3.6.1 Locative case should not be used to express the experiencer of a state.;1;;Dar vaikystėje susiformavo būsimojo sportininko tvirtas charakteris.;Dar vaikystėje būsimajame sportininke susiformavo tvirtas charakteris.; ;;vlkk;;;
87;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji gabi ir mokslui, ir sportui, ir muzikai.;Ji gabi ir moksle, ir sporte, ir muzikoje.; ;;vlkk;;;
88;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Spėjau įsitikinti jų teisingumu ir sąžiningumu.;Spėjau įsitikinti jų teisingume ir sąžiningume.; ;;vlkk;;;
89;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Asmuo įtariamas sunkiu nusikaltimu.;Asmuo įtariamas sunkiame nusikaltime.; ;;vlkk;;;
90;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Menkai nusimanau apie mašinas.;Menkai nusimanau mašinose.; ;;vlkk;;;
91;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis neblogai nusimano apie ekonomiką.;Jis neblogai nusimano ekonomikoje.; ;;vlkk;;;
92;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ką jis nutuokia apie tą tapybą?;Ką jis nutuokia toje tapyboje?; ;;vlkk;;;
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Daug žinau apie istoriją.;Daug žinau istorijoje.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Jis labai patyręs finansų srityje.;Jis labai patyręs finansuose.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Ji nuolat tobulėja viešojo kalbėjimo srityje.;Ji nuolat tobulėja viešajame kalbėjime.; ;;ChatGPT;; ;
93;1;Use of Cases;6;3.6 Locative case;2;3.6.2 Locative case should not be used to express the domain of an action, state, or quality (but not a place).;1;;Vaikinas prisipažino mylįs.;Vaikinas prisipažino meilėje.; ;Added 'Vaikinas' to make a full sentence.;vlkk;;;
94;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;1;apimtyje;Atlikome plačios apimties tyrimus.;Atlikome tyrimus plačioje apimtyje.; ;;vlkk;;;
95;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;2;atstume;Kelių metrų atstumu pamačiau gyvatę.;Kelių metrų atstume pamačiau gyvatę.; ;;vlkk;;;
96;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;3;aukštumoje;Vakar tu pasirodei gerai.;Vakar tu pasirodei aukštumoje.; ;;vlkk;;;
97;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Pastatai palikti apgailėtinos būklės.;Pastatai palikti apgailėtinoje būklėje.; ;;vlkk;;;
98;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;4;būklėje;Namas yra avarinės būklės.;Namas yra avarinėje būklėje.; ;;vlkk;;;
99;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;5;dvitomyje;Raštai išleisti dvitomiu.;Raštai išleisti dvitomyje.; ;;vlkk;;;
100;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Tekstas perrašytas trimis egzemplioriais.;Tekstas perrašytas trijuose egzemplioriuose.; ;;vlkk;;;
101;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;6;egzemplioriuje;Išspausdink penkis egzempliorius.;Išspausdink penkiuose egzemplioriuose.; ;;vlkk;;;
102;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;7;etate;Dirba dviem etatais.;Dirba dviejuose etatuose.; ;;vlkk;;;
103;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Sportininkas šiandien blogos formos.;Sportininkas šiandien ne formoje.; ;;vlkk;;;
104;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Serga tymais lengva forma.;Serga tymais lengvoje formoje.; ;;vlkk;;;
105;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Kokia forma atsiskaitysime?;Kokioje formoje atsiskaitysime?; ;;vlkk;;;
106;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;8;formoje;Nusipirkau forminio kumpio.;Nusipirkau kumpio formoje.; ;;vlkk;;;
107;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;9;galioje;Šis įstatymas tebegalioja.;Šis įstatymas tebėra galioje.; ;;vlkk;;;
108;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;10;kalboje;Skaitė paskaitą lietuvių kalba.;Skaitė paskaitą lietuvių kalboje.; ;;vlkk;;;
109;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;10;kalboje;Knyga išėjo anglų ir švedų kalbomis.;Knyga išėjo anglų ir švedų kalbose.; ;;vlkk;;;
110;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;11;kame;Koks čia reikalas?;Kame čia reikalas?; ;;vlkk;;;
111;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;12;kryptyje;Apgynė edukologijos krypties disertaciją.;Apgynė disertaciją edukologijos kryptyje.; ;;vlkk;;;
112;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;13;lygyje;Konkursas buvo aukšto lygio.;Konkursas vyko aukštame lygyje.; ;;vlkk;;;
113;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;14;medžiagoje;Tas paminklas, nukaltas iš granito, yra nesugriaunamas ir nesunaikinamas.;Tas paminklas, nukaltas granite, yra nesugriaunamas ir nesunaikinamas.; ;Created a full sentence by looking at the corpus.;vlkk;;;
114;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;14;medžiagoje;Jis pasišovė nulieti skulptūrą iš bronzos.;Jis pasišovė nulieti skulptūrą bronzoje.; ;Created a full sentence by looking at the corpus.;vlkk;;;
115;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Prietaisas jau veikia normaliai.;Prietaisas jau normoje.; ;;vlkk;;;
116;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Jo kraujospūdis normalus.;Jo kraujospūdis normoje.; ;Added 'Jo' to make a full sentence.;vlkk;;;
117;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;15;normoje;Darbe viskas normalu.;Darbe viskas normoje.; ;Added 'Darbe' to make a full sentence.;vlkk;;;
118;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;16;nuosavybėje;Inventorius yra mokyklos nuosavybė.;Inventorius yra mokyklos nuosavybėje.; ;;vlkk;;;
119;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;17;nuotaikoje;Vakar buvau be nuotaikos.;Vakar buvau ne nuotaikoje.; ;;vlkk;;;
120;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;18;nuotolyje;Jų namai stovi už kelių kilometrų nuo ežero.;Jų namai stovi kelių kilometrų nuotolyje nuo ežero.; ;;vlkk;;;
121;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;19;originale;Pagaliau pamatėme to paveikslo originalą.;Pagaliau pamatėme tą paveikslą originale.; ;;vlkk;;;
122;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;19;originale;Romaną buvau skaitęs originalo kalba.;Romaną buvau skaitęs originale.; ;;vlkk;;;
123;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;20;pardavime;Šiandien parduodama trijų rūšių mėsa.;Šiandien pardavime yra trijų rūšių mėsos.; ;;vlkk;;;
124;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;21;pavidale;Prekės gautos fasuotos.;Prekės gautos fasuotame pavidale.; ;;vlkk;;;
125;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;21;pavidale;Po reakcijos gavome medžiagą kristalų pavidalo.;Po reakcijos gavome medžiagą kristalų pavidale.; ;;vlkk;;;
126;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;22;rankraštyje;Kiek metų tas romanas buvo rankraštis?;Kiek metų tas romanas buvo rankraštyje?; ;;vlkk;;;
127;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;22;rankraštyje;Skaičiau šio veikalo rankraštį.;Skaičiau šį veikalą rankraštyje.; ;;vlkk;;;
128;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;23;ryšyje su;Augalai yra glaudžiai susiję su dirvožemiu.;Augalai yra glaudžiame ryšyje su dirvožemiu.; ;;vlkk;;;
129;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;24;ritme;Šokite valso ritmu.;Šokite valso ritme.; ;;vlkk;;;
130;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;25;sąlytyje su;Jis visą laiką buvo glaudžiai susijęs su gamtos mokslais.;Jis visą laiką buvo glaudžiame sąlytyje su gamtos mokslais.; ;;vlkk;;;
131;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;26;stadijoje;Turime sunkumų ir tebelaukiame.;Turime sunkumų ir esame laukimo stadijoje.; ;;vlkk;;;
132;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;26;stadijoje;Viskas tebėra projektai.;Viskas tebėra projektų stadijoje.; ;;vlkk;;;
133;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;27;statuse;Ministerijoje dirbs tie patys žmonės, tik turės naują statusą.;Ministerijoje dirbs tie patys žmonės, tik naujame statuse.; ;;vlkk;;;
134;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;28;stiliuje;Jis mėgsta rengtis sportiniu stiliumi.;Jis mėgsta rengtis sportiniame stiliuje.; ;;vlkk;;;
135;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;28;stiliuje;Eilėraštis parašytas iškilmingu stiliumi.;Eilėraštis parašytas iškilmingame stiliuje.; ;;vlkk;;;
136;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;29;stovyje;Pirksiu geros būklės pianiną.;Pirksiu pianiną gerame stovyje.; ;;vlkk;;;
137;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;29;stovyje;Jau keli mėnesiai šalyje yra karo būvis.;Jau keli mėnesiai šalis yra karo stovyje.; ;;vlkk;;;
138;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;29;stovyje;Jį rado girtą.;Jį rado girtame stovyje.; ;;vlkk;;;
139;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;30;sudėtyje;Komanda susirinko visos sudėties.;Komanda susirinko visoje sudėtyje.; ;Changed 'pilnoje' to 'visoje' to make the sentences more similar to each other.;vlkk;;;
140;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;31;sumoje;Patvirtino 1000 litų sumos sąmatą.;Patvirtino sąmatą 1000 litų sumoje.; ;;vlkk;;;
141;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;31;sumoje;Iš viso turime 3000 litų pelno.;Bendroje sumoje turime 3000 litų pelno.; ;;vlkk;;;
142;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;32;tame;Gamykla nedirba, o dalykas tas, kad negauname žaliavų.;Gamykla nedirba, o dalykas tame, kad negauname žaliavų.; ;;vlkk;;;
143;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;32;tame;Reikalas tas, kad baigėsi benzinas.;Reikalas tame, kad baigėsi benzinas.; ;;vlkk;;;
144;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;33;tame skaičiuje;Statybai skirta 9000 tūkst. litų, iš jų 500 tūkst. litų montavimo ir apdailos darbams.;Statybai skirta 9000 tūkst. litų, tame skaičiuje 500 tūkst. litų montavimo ir apdailos darbams.; ;;vlkk;;;
145;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;34;tame tarpe;Ekspedicijoje dalyvavo 15 žmonių, tarp jų ir vienas gydytojas.;Ekspedicijoje dalyvavo 15 žmonių, tame tarpe ir vienas gydytojas.; ;;vlkk;;;
146;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;34;tame tarpe;Tokių konkursų, tarp jų senamiesčiui restauruoti, reikėtų skelbti daugiau.;Tokių konkursų, tame tarpe senamiesčiui restauruoti, reikėtų skelbti daugiau.; ;;vlkk;;;
147;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;35;tempe;Pamėginkime pagriežti šį kūrinį greitesniu tempu.;Pamėginkime pagriežti šį kūrinį greitesniame tempe.; ;;vlkk;;;
148;1;Use of Cases;6;3.6 Locative case;3;3.6.3 Locative case should not be used to express the state, condition, or characteristic of a thing.;36;variante;Apsvarstykime tolesnius veiksmus įvairiais variantais.;Apsvarstykime tolesnius veiksmus įvairiuose variantuose.; ;;vlkk;;;
149;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;1;išdavoje;Nuo pervargimo organizmas nusilpsta.;Pervargimo išdavoje organizmas nusilpsta.; ;;vlkk;;;
150;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;2;įtakoje;Dėl sausros gausime menkesnį derlių.;Sausros įtakoje gausime menkesnį derlių.; ;;vlkk;;;
151;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;3;pasekmėje;Dėl karo krašto ūkis buvo nuniokotas.;Karo pasekmėje krašto ūkis buvo nuniokotas.; ;;vlkk;;;
152;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;4;poveikyje;Nuo vaistų ligoniui palengvėjo.;Vaistų poveikyje ligoniui palengvėjo.; ;;vlkk;;;
153;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;4;poveikyje;Dėl įtempto darbo pablogėjo sveikata.;Įtempto darbo poveikyje pablogėjo sveikata.; ;;vlkk;;;
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;5;rezultate;Dėl to Severja ištekėjo už tijūno Rapolo. ;To rezultate Severja ištekėjo už tijūno Rapolo. ; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose; ;
154;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;5;rezultate;Dėl tokio apsileidimo kilo gaisras.;Tokio apsileidimo rezultate kilo gaisras.; ;;vlkk;;;
155;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;6;sąryšyje (su);Ligonį skubiai operavo dėl pasunkėjusios būklės.;Ligonį skubiai operavo sąryšyje su pasunkėjusia būkle. ; ;;vlkk;;;
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;3;pasekmėje;Dėl liūties buvo užlieti rūsiai.;Liūties pasekmėje buvo užlieti rūsiai.; ;;ChatGPT;;;
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;1;išdavoje;Nuo stipraus vėjo nuvirto medžiai.;Stipraus vėjo išdavoje nuvirto medžiai.; ;;ChatGPT;;;
;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;6;sąryšyje (su);Dėl sunkios ekonominės situacijos finansavimas sumažėjo.;Ryšyje su sunkia ekonomine situacija finansavimas sumažėjo.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004; ;
156;1;Use of Cases;6;3.6 Locative case;4;3.6.4 Locative case should not be used to express the cause or basis of a state.;6;sąryšyje (su);Jis atleistas iš pareigų ryšium su perėjimu į kitą darbą.;Jis atleistas iš pareigų sąryšyje su perėjimu į kitą darbą.; ;;vlkk;;;
157;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;1;daugelyje atvejų;Operacijos daugeliu atvejų pavykdavo.;Operacijos daugelyje atvejų pavykdavo.; ;;vlkk;;;
158;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;2;daugumoje;Daugiausia gripu sergama pavasarį ir rudenį.;Daugumoje gripu sergama pavasarį ir rudenį.; ;;vlkk;;;
159;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;2;daugumoje;Bendrovėje dirba daugiausia moterys.;Bendrovėje dirba daugumoje moterys.; ;;vlkk;;;
160;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;3;didžiumoje;Šiandien tas autorius beveik visai užmirštas.;Šiandien tas autorius didžiumoje užmirštas.; ;;vlkk;;;
161;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;4;eilėje atvejų;Dėl avarijų dažnai būna kalti pėstieji.;Dėl avarijų eilėje atvejų būna kalti pėstieji.; ;;vlkk;;;
162;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;5;esmėje;Niekas iš esmės nepasikeitė.;Niekas esmėje nepasikeitė.; ;;vlkk;;;
153;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;6;pagrinde;Statybos darbai apskritai baigti.;Statybos darbai pagrinde baigti.; ;;vlkk;;;
164;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;6;pagrinde;Susirinko daugiausia pagyvenę žmonės.;Susirinko pagrinde pagyvenę žmonės.; ;;vlkk;;;
165;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;7;paskutinėje eilėje;Šį klausimą aptarsime paskutinį.;Šį klausimą aptarsime paskutinėje eilėje.; ;;vlkk;;;
166;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;8;pilnumoje;Remontą baigėme visai.;Remontą baigėme pilnumoje.; ;;vlkk;;;
167;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;9;pirmoje eilėje;Pirmiausia sudarykime darbo planą.;Pirmoje eilėje sudarykime darbo planą.; ;;vlkk;;;
168;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;10;principe;Iš principo su tavim sutinku.;Principe su tavim sutinku.; ;;vlkk;;;
169;1;Use of Cases;6;3.6 Locative case;5;3.6.5 Locative case should not be used to express the manner or timing of an action.;11;visumoje;Paroda apskritai pavyko.;Paroda visumoje pavyko.; ;;vlkk;;;
170;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;1;bėgyje;Darbą turime baigti per metus.;Darbą turime baigti metų bėgyje.; ;;vlkk;;;
171;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;1;bėgyje;Laikui bėgant tiltas apgriuvo.;Laiko bėgyje tiltas apgriuvo.; ;;vlkk;;;
172;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;1;bėgyje;Pretenzijos priimamos mėnesį.;Pretenzijos priimamos mėnesio bėgyje.; ;;vlkk;;;
173;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;2;laike;Sprendimas gali būti apskundžiamas per dešimt dienų.;Sprendimas gali būti apskundžiamas dešimt dienų laike.; ;;vlkk;;;
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;1;bėgyje;Projektas turi būti įgyvendintas per savaitę.;Projektas turi būti įgyvendintas savaitės bėgyje.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;2;laike;Atsiskaitymas turi būti atliktas per tris dienas.;Atsiskaitymas turi būti atliktas trijų dienų laike.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;2;laike;Visi dokumentai turi būti pateikti per mėnesį.;Visi dokumentai turi būti pateikti mėnesio laike.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;3;laikotarpyje;Kursai vyko per du mėnesius.;Kursai vyko dviejų mėnesių laikotarpyje.; ;;ChatGPT;; ;
;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;3;laikotarpyje;Knyga turi būti perskaityta per tris mėnesius.;Knyga turi būti perskaityta trijų mėnesių laikotarpyje.; ;;ChatGPT;; ;
174;1;Use of Cases;6;3.6 Locative case;6;3.6.6 Locative case should not be used to express a time period as a preposition or postposition.;3;laikotarpyje;Atsakymą gausite trijų dienų laikotarpiu.;Atsakymą gausite trijų dienų laikotarpyje.; ;;vlkk;;;
